Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga
"Makanan terlalu pedas, padahal pesan yang gak pedas. Tempatnya sempit.",-1,1,0,0,-1,1,0,0
Porsinya kecil banget buat harga segitu. Pelayanannya juga gak ramah.,0,0,-1,1,0,0,-1,1
"Ayamnya sangat krispi di luar dan lembut di dalam. Saus yang mereka gunakan memiliki kombinasi rasa manis dan pedas yang sempurna. Selain itu, pelayanan di sini juga sangat baik; stafnya ramah dan cepat dalam melayani.",1,1,1,1,0,0,0,0
Pelayanan baik tapi lumayan lama karena pengunjung selalu ramai. Rasa lumayan bisa dinikmati. harga relatif dan sesuai dengan rasanya,0,1,0,1,0,0,0,1
"Pesen nasi bulgogi, padahal mah itu daging yang di hamburger di potong-potong terus di tambahin saus bulgogi, rada kecewa dengan ini, tapi kalau breakfast time gak pernah mau yang lain pasti bubur ayam, enaaaaak banget terus porsinya gede buat saya xD",0,1,0,0,0,0,0,0
ayamnya besar dan rasanya enak tapi agak mahal jika dibanding brand ayam yg lain...pelayanan oke.,1,1,0,1,0,0,-1,1
"Harga gak masuk akal, makanan datang lama dan rasanya gak enak.",-1,1,-1,1,0,0,-1,1
"Pelayanannya buruk dan tempat tidak nyaman, tapi rasa makanannya enak dan harganya murah",1,1,-1,1,-1,1,1,1
Enak si buat nongkrong sambil nugas. Makanannya pada umumnya. Tapi tempatnya nya yang strategis enak banget si...,0,1,0,0,1,1,0,0
"Lokasinya sulit dijangkau dan tidak ada petunjuk arah yang jelas, tapi untuk harganya juga memberikan kualitas, sepadan.",0,0,0,0,-1,1,0,1
"trauma makan di sini wcnya jorok banget abis makan ngeliat kuning kuning di wc tolong ditingkatkan lagi ya kebersihannya, terus pengunjung tuh kalo dateng jangan lupa di flush,KEBERSIHAN SEBAGIAN DARI IMAN TAU",0,0,0,0,-1,1,0,0
"Tempatnya kotor, harga terlalu tinggi, pelayanannya juga lambat",0,0,-1,1,-1,1,-1,1
Makanan di restoran ini tidak sebanding dengan harga mahal yang mereka tetapkan.,-1,1,0,0,0,0,-1,1
"Tempatnya tinggi berlantai, tapi tidak terlalu besar. Makanan di sini di antar tidak ambil sendiri seperti cabang Mcd lainnya.",0,0,0,0,0,1,0,0
"tempatnya bersih banget, Pelayanan pegawainya standar, nggak terlalu ramah.",0,0,0,1,1,1,0,0
"Selalu langganan mcd drive thru disini, promo mcd selalu bervariasi dan menguntungkan terutama kalau yg pakai aplikasi cashback double untung nya krn tiap rabu selalu ada cashback sampai akhir tahun 2020 ntah nanti tetap diperpanjang atau",0,0,0,0,0,0,1,1
Harga yang dibayar tidak sesuai dengan porsi dan kualitas makanan.,0,1,0,0,0,0,-1,1
"Pelayanannya lama banget, sampe bosen nunggu. Rasa makanan biasa.",0,1,-1,1,0,0,0,0
"Mantap sekali, rasa yg pas harga hemat",1,1,0,0,0,0,1,1
"Tempatnya sering penuh, jd berisik bgt..
Untuk makanannya ya sama lah ya kyk outlet yg lain..
Tp untuk penyajian matchagatto gak sama kyk yg lainnya..",0,1,-1,1,-1,1,0,0
"Selalu enak, pokoknya kalo mau makan ayam ya pilihan terbaiknya McDonald's, yang dibubat pelayanan nya ramah dan cepat juga",1,1,1,1,0,0,0,0
"Ramai sekali oleh ojek Online, rasa ayamnya saya rasa agak berbeda dibanding beberapa store lainnya yg disini agak kurang.",-1,1,0,0,0,0,0,0
Saya merasa rugi membayar harga tinggi untuk makanan yang tidak memuaskan.,-1,1,0,0,0,0,-1,1
Rasa makanan tidak sepadan dengan harga yang harus dibayar.,-1,1,0,0,0,0,-1,1
"Suka banget dengan kriuk ayam McD terkhusus bagian kulitnya, suasana nyaman dan bagus untuk ditempatnya i bersantai, diskusi atau kerjakan tugas bareng teman.",1,1,0,0,1,1,0,0
tempatnya nyaman banget makanan nya juga enak harga nya juga hemat pokok nya rekomendasi banget buat kalian,1,1,0,0,1,1,1,1
"Makanannya nikmat dan otentik, pelayanan cukup baik dan ramah, tempatnya sangat cocok untuk kerja dan berkumpul maupun hanya sekedar makan",1,1,0,1,0,1,0,0
McD tetep jadi favorit dibanding fast food ayam lainnya.,0,0,0,0,0,0,0,0
"Rasa makanannya kurang, dan harga yang ditawarkan benar-benar tidak sesuai.",-1,1,0,0,0,0,-1,1
"Bagus cuma sering general cleaning dan jadi tutup jam 12 malam jadi harus hati"" nanti di minta take away soalnya kalo udah mau jam clossing",0,0,0,0,0,0,0,0
"Pelayanan nya bagus,pegawai nya ramah2&murah senyum
Harga nya sesuai dengan kantong mahasiswa.suasana resto nya sangat adem&bnyak2 buat spot selfie",0,0,1,1,1,1,1,1
"Hadehh bikin mood ancur makan disitu rasa ayamnya agak sedikit gosong, harga mahal dikasih sayap daging sedikit, menu bru yg ada telurnya lama bngt. Yakali masak telur smpe nasinya udah habis bru datang hadehhh bikin gak selera makan",-1,1,-1,1,0,0,-1,1
restoran cepat saji terbaik yang selalu menjadi pilihan saya ketika lapar. Pelayanan cepat professional dan ramah. Menu nya juga enak enak dan siap kapan saja selama 24 jam.,1,1,1,1,0,0,0,0
"Tempatnya cukup oke buat sekedar makan dan nongkrong, pelayanan ramah, makanan mantap",1,1,1,1,0,1,0,0
Favorit ayam pedesnya dan dadar telur tapi sayang sekarang ga boleh pilih bagian ayam nya pdhl saya suka paha atas nya .. jadi kl beli selalu rebutan sama misua ??,0,1,0,0,0,0,0,0
"Harga mahal, rasa makanan gak enak. Tempatnya pengap. Cuma pelayanannya baik si",-1,1,1,1,-1,1,-1,1
"Tempat makan dan nongkrong yg nyaman namun saking ramenya meja sering penuh dan kalopun ada tempatnya kosong blom dibersihkan pelayannya, semoga dapat lebih baik lagii",0,0,-1,1,1,1,0,0
"Harga murah tapi rasanya ga enak, tempatnya kotor dan pelayanannya kurang memuaskan.",-1,1,-1,1,-1,1,1,1
"pelayanan sangat baik, dan rasa makanan sangat pas, saya sangat tertarik untuk datang kembali",1,1,1,1,0,0,0,0
"Harga mahal, porsi kecil. Rasa juga gak sebanding.",-1,1,0,0,0,0,-1,1
"Tempatnya lumayan nyaman dan bersih walau agak sumpek dan ramai, makanannya agak hambar tapi masih bisa dinikmati. harga bersahabat dan banyak promo",0,1,0,0,0,1,1,1
"Rasa makanannya enak, tapi pelayan tidak teliti dalam bekerja, barang tidak dimasukkan padahal tertera di struk pembayaran",1,1,-1,1,0,0,0,0
"Meskipun pelayanannya cepat, rasanya sangat mengecewakan dan terlalu mahal.",-1,1,1,1,0,0,-1,1
"Selalu suka makanannya karena enak dan dibuat dari bahan berkualitas. Pelayanan cukup memuaskan, tidak terlalu sigap tapi responsif",1,1,0,1,0,0,0,0
Tempat luas tapi lumayan ramai dan berisik. rasa makanannya enak pas banget untuk keluarga..,1,1,0,0,0,1,0,0
Tempat makan yg punya pelayanan bagus dan juga kebersihan tempatnya tetap dijaga walau setiap hari ramai banget,0,0,1,1,0,1,0,0
Harga di aplikasi dan di restoran gak jauh berbeda. Rasa ayam yang spicy kurang pedas,0,1,0,0,0,0,0,1
Tempatnya terbilang cukup strategis dan nyaman. Kebersihan juga diperhatikan dengan baik dan pelayanannya ramah. Ramah anak juga.,0,0,1,1,0,1,0,0
Tempatnya lumayan nyaman walau agak semput. Kalau soal makanan rasanya sama dari dulu gak berubah,0,1,0,0,0,1,0,0
"Gimana sih pelayanannya cuek dan jutek banget, enggak bisa melayani pelanggan dengan baik. Tempatnya bersih tapi lumayan ramai dan bising",0,0,-1,1,0,1,0,0
Pelayanannya ramah dan tempatnya cukup cozy untuk nongkrong dan makan bersama,0,0,1,1,0,1,0,0
tempatnya aman walau sangat ramai dan bising. rasa makanannya lezat.,1,1,0,0,0,1,0,0
"Restauran ini lumayan nyaman untuk di jadikan tempatnya kumpul bersama keluarga, dikota bandung yg dingin dan bersahabat. Harga juga sesuai kantong, dekat kemana mana dan cocok bagi kita semua",0,0,0,0,0,1,0,1
"makanannya lengkap dan enak banget, pelayanan juga ramah dan cepat. pokoknya solusi untuk semua orang saat kelaparan deh. Lokasi tempat selalu ramai. Ada tempatnya drive true juga kalo ga mau turun dari kendaraan its ok",1,1,1,1,0,1,0,0
"Makan ditempatnya dan take away sama2 enak, suasana tempat lumayan bagus, cocok untuk tempatnya makan bareng keluarga, pacar atau gebetan",1,1,0,0,0,1,0,0
"Porsinya lumayan memuaskan dan enak, harga sesuai, tapi pelayanannya kurang ramah dan lama banget",1,1,-1,1,0,0,1,1
"Pelayanan yang sangat ramah, sangat cepat dan tempatnya lumayan cocok untuk makan bersama teman, keluarga maupun pasangan",0,0,1,1,0,1,0,0
Menu baru terlalu manis rasanya. Harganya juga benar-benar menguras kantong tanpa memberikan kepuasan.,-1,1,0,0,0,0,-1,1
Pelayanan Bagus. Kakak pelayanannya ramah. Tempat lumayan baik dan nyaman untuk makan bersama,0,0,1,1,0,1,0,0
"Tempatnya luas dan pemesanan makanannya sudah modern, sayangnya ac nya tidak dinyalakan jadi terasa panas di ruangannya, sudah bilang ke pelayan dan lambat banget responnya",0,0,-1,1,0,1,0,0
"Tempat nongkrong andalan yang cukup nyaman, tapi untuk rasa makanannya terlalu keasinan",-1,1,0,0,0,1,0,0
Pelayanan lama dan gak ramah. Tempatnya juga lumayan ramai dan bikin agak sumpek,0,0,-1,1,0,1,0,0
"Pelayanan lambat, tapi makanannya enak dan harga cukup terjangkau",1,1,-1,1,0,0,1,1
"Pemesanan menggunakan digital memudahkan konsumen untuk bertransaksi, makanan yg enak dan suka ada diskon. Pokoknya rekomended sekali",1,1,0,0,0,0,1,1
"untuk memesan harus mengantri dulu, lumayan lama juga menunggunya",0,0,0,1,0,0,0,0
"pengalaman buruk dapat makanan yang rasa dagingnya agak aneh dan bau. pelayanan lama, pelayan tidak memakai masker dalam bekerja. Sangat mengecewakan",-1,1,-1,1,0,0,0,0
"Saya lumayan puas dengan rasa makanannya, tempatnya cukup cocok untuk nongkrong",0,1,0,0,0,1,0,0
"Makanannya datangnya lama, pas dateng ternyata rasanya biasa aja. Pelayanannya juga gak oke.",0,1,-1,1,0,0,0,0
"Tempat lumayan bersih walaupun agak sumpek, pelayanan cukup ramah tapi gak terlalu sigap",0,0,0,1,0,1,0,0
"Tempat lumayan oke, standar lah. Pelayanan lumayan cepat walaupun kurang ramah",0,0,0,1,0,1,0,0
"Tempatnya lumayan buat nongkrong, biasanya rame apalagi weekend. Spacenya memang ga terlalu luas.",0,0,0,0,0,1,0,0
"Pesanan diantar agak lama, tapi lumayan ramah sih pegawainya. Tempat lumayan luas walau agak ramai",0,0,0,1,0,1,0,0
"Tempat lumayan nyaman, buat rasa makanan stabil sih dari tahun ke tahun ga berubah.",0,1,0,0,0,1,0,0
"Tempatnya lumayan tapi gak terlalu bagus, rasa makanannya buruk dan harganya terlalu mahal.",-1,1,0,0,0,1,-1,1
Saya merasa dicurangi dengan harga yang sangat mahal untuk makanan yang tidak enak.,-1,1,0,0,0,0,-1,1
Lokasi tempat lumayan strategis. Makanan segar dan hangat. Lumayan bagus untuk dijadikan tempat meeting,1,1,0,0,0,1,0,0
Pelayannya buruk dan pegawainya sangat tidak sopan. Sangat kecewa sekali makan disini. Makanannya juga ga enak dengan harga yang mahal,-1,1,-1,1,0,0,-1,1
"Tempatnya lumayan lah untuk berkumpul dengan rekan kerja seusai rutinitas kerja sehari-hari, cuma sayangnya karena atapnya dari kaca, jika sore hari sorot matahari masuk kedalam membuat sedikit hilang kenyamanan",0,0,0,0,0,1,0,0
Lumayan nyaman untuk bersantai menikmati weekend dengan keluarga,0,0,0,0,0,1,0,0
"AC ga terlalu dingin jadi tempatnya lumayan panas panasan deh, terus susah banget minta tambah sambelnya dikasih dikit dikit jadi bulak balik atas bawah deh. Semoga cepat ditingkatkan.",0,0,-1,1,0,1,0,0
Pelayan lumayan ramah tapi gak begitu responsif. Harga makanan di restoran ini cukup terjangkau mulai dari 8rb rupiah hingga 80rb rupiah untuk menu paketnya. sangat recomended untuk di kunjungi.,0,0,1,1,0,0,0,1
"Tempatnya luas tapi kotor banget, walau harga murah jadi harus mikir dua kali kalo mau ke sini",0,0,0,0,0,1,1,1
"Pelayanannya sih jelek, tapi rasa makanannya enak dan harganya bersahabat.",1,1,-1,1,0,0,1,1
Tempat lumayan lah ya untuk makan bersama keluarga menu pemandangan juga cukup bagus pokoknya,0,0,0,0,0,1,0,0
"tempat enggak luas-luas banget, harganya standar lah sesuai dengan porsi",0,0,0,0,0,1,0,1
harga nya terjangkau dan ramah di kantong. Tempat makannya lumayan luas dan simpel.,0,0,0,0,0,1,1,1
"Makanannya enak, untuk tempatnya nya bagus bersih dan wangi",1,1,0,0,1,1,0,0
"Mantap tempatnya, tapi pelayanannya biasa aja ga terlalu sigap.",0,0,0,1,1,1,0,0
tempatnya butuh perbaikan. mohon segera diperbaiki.,0,0,0,0,0,1,0,0
"Makanannya hambar, kayak kurang bumbu. Karyawannya juga cuek banget ga ramah sama sekali.",-1,1,-1,1,0,0,0,0
"Tempatnya enak, adem dingin. Enak buat santai dan makan bareng teman/keluarga, suasana di lantai 2 nya juga menyegarkan. Asyik. Makanan di sana juga fresh dan enak.",1,1,0,0,1,1,0,0
"Suasana tempatnya kurang nyaman, makanannya biasa aja si, lumayan overprice deh untuk harganya",-1,1,0,0,-1,1,-1,1
Antrian beli makanan dan minuman di kasir lama banget. Tapi secara keseluruhan tempatnya mudah dijangkau walau gak bagus-bagus banget,0,0,-1,1,0,1,0,0
"makanannya sangat gurih dan lezat, pelayanannya lumayan baik tapi tidak terlalu sigap karena sangat ramai",1,1,0,1,0,0,0,0
"Harga makanan di sini sangat mahal, tapi rasanya sangat mengecewakan.",-1,1,0,0,0,0,-1,1
"Minumannya enak dan mantap, tempatnya bagus tapi kotor. kasirnya cuek banget.",1,1,-1,1,0,1,0,0
"Makanannya enak, untuk harga ya relatif sesuai kualitas sih. Tempatnya biasa aja gak bagus-bagus banget",1,1,0,0,0,1,0,1
"Tempatnya standar lah ya, senang karena harga terjangkau plus dapat cashback dari gopay 20%",0,0,0,0,0,1,1,1
"Tempatnya ga bagus tapi lumayan sih agak bersih, pelayanannya biasa-biasa aja sih",0,0,0,1,0,1,0,0
"Tempatnya kurang bersih, meja masih kotor. Makanan gak enak.",-1,1,0,0,-1,1,0,0
"tempatnya biasa aja ga ada yang spesial. Makanannya enak, cocok di lidah orang indonesia",1,1,0,0,0,1,0,0
"Pelayanan biasa aja, rasa makanannya lumayan lah ya",0,1,0,1,1,0,0,0
"rasa makanan di sini tidak layak, harga yang dipatok terlalu mahal.",-1,1,0,0,0,0,-1,1
"Selain pelayanannya sangat baik dan ramah, menu yang tersedia pun sangat enak untuk dinikmati",1,1,1,1,0,0,0,0
pelayanan biasa aja sih. untuk makanannya lumayan higienis dan enak rasanya.,1,1,0,1,0,0,-1,1
"selalu jadi tempatnya ternyaman untuk me time, karena sangat bersih dan nyaman. Bagi saya, harganya juga sangat affordable dan worth it",0,0,0,0,1,1,1,1
"Ruangan terlalu sempit dan sumpek, tidak nyaman untuk makan bersama keluarga, harganya juga mahal",0,0,0,0,-1,1,-1,1
"pelayanannya sangat lambat, tempatnya juga kotor.",0,0,-1,1,-1,1,0,0
"Rasanya enak dan harga terjangkau, tetapi pelayanannya buruk dan lambat.",1,1,-1,1,0,0,1,1
Makanan di sini terlalu mahal untuk rasa yang biasa saja.,0,1,0,0,0,0,-1,1
"Pelayanan sangat lambat, not recommended, bad very bad, sangat lambat sangat lambat. Harganya mahal lagi",0,0,-1,1,0,0,-1,1
Tempatnya bagus dan luas sayang kalo take away makanannya dingin2 udh nanya katanya emang begitu dr chiller.....haduh,0,0,-1,1,1,1,0,0
Bosss....tolong dong...palayanan buat ojol diperhatikan lagi...masa iya ..beli 1item prodak..harus nunggu 40menitan yg bener aja . bosss...sy perlu waktu. Rasanya juga makin menurun makin ga enak,-1,1,-1,1,0,0,0,0
Lift mati .. ambil order d lt 3 .. mana pengap ac ga nyala .. nunggu orderan smpe sejam !!! Ga bangettttg,0,0,-1,1,-1,1,0,0
"Ngmngnya 30 mnt gk tauny lbh dr 1 jam,gk jls bgt nii resto.pelayanannya buruk se x. Harganya juga ga worth it",0,0,-1,1,0,0,-1,1
"Pelayanan nya kurang baik, pesanan terlalu lama sampai 1 jam. Rasanya juga biasa aja, mengecewakan",0,1,-1,1,0,0,0,0
"Tidak dimana mana yoshinoya sangat lama dalam penyajiannya,apalagi yang diwolter mangunsidi lama luar biasa,pernah sampai 1 jam. Tempatnya juga kotor tidak dibersihkan",0,0,-1,1,-1,1,0,0
"Pesenan satu, lama nya kaya apa an tau. Mana pas makanannya sampe ga enak lagi udah dingin",-1,1,-1,1,0,0,0,0
"Lamaaaaaaaaaa banget cuy, orang laper nunggu sampe 1jam. Tempatnya juga kurang bersih",0,0,-1,1,-1,1,0,0
"pelayanannya sangat lama, harus menunggu 1jam padahal rasa makanannya juga standar biasa aja",0,1,-1,1,0,0,0,0
Super panas. Kaya makan di warteg,0,0,0,0,-1,1,0,0
Pelayanannya sangat lambat lebih lambat dari kura kura. Tempatnya juga kurang nyaman buat nongkrong,0,0,-1,1,-1,1,0,0
Pesanan nya terlalu lama. Tapi harganya terjangkau si,0,0,-1,1,0,0,1,1
Restoran yoshinoya terlama. Kebuang banyak waktu. Harganya standar,0,0,-1,1,0,0,0,1
"Semua makanan belum siap, menunggu lama untuk makanannya. Makanannya juga ga enak. Udah nunggu lama ga enak lagi, mengecewakan!",-1,1,-1,1,0,0,0,0
"AC tdk di nyalakan. Dengan alasan irit listrik.
Lah... kan kta makan bayar dan ada tax service nya.
Lagi pula banyak yg makan di tempat koq. €¦",0,0,-1,1,-1,1,0,0
"mohon maaf yoshinoya enak, tapi yoshinoya yang disini tempatnya sangatlah panas, dimohon untuk manager tempatnya agar dapat menindaklanjuti perihal sirkulasi udara disana khususnya terkait pendingin udaranya terima kasih, kalo sudah diperbaiki nanti saya kasih bintang 5",1,1,0,0,-1,1,0,0
"Makanannya fine, authentic jappanesse food.
Hanya disayangkan untuk penyajian makanannya lama. â€¦",0,1,-1,1,0,0,0,0
"pelayanan lama sekali, padaha udah laper banget..
padahal aku pesennya goreng2an , yang harusnya justru cepet keluarnya,ini malah nunggu Lama bangettt..padahal karyawan juga ga cuma 1 / 2 kok..Tolong di percepat lagi penyajiannya. Dan untuk harganya standar si",0,0,-1,1,0,0,0,1
"Kalau rasa yaa seperti yoshinoya pada umumnya, namun saat kami datang makanan lama disajikan. Walaupun ada area indoor tapi ac nya tidak terasa, cenderung gerah. Meski begitu tetap diperbolehkan berlama lama di sini. Parkiran sangat sangat terbatas meskipun ada petugas parkir.",0,1,-1,1,-1,1,0,0
"Untuk tempat yang ada di Petogogan dekat Santa lokasi ya strategis di pinggir jalan namun parkiran terbatas karena gabung dengan family mart.
Menunya lengkap and enak2, mulai dari daging sapi, ayam, udang dsb.€¦",1,1,0,0,0,1,0,0
"LIFT nya Bau!!! Baiknya semprot disinfektan dan pewangi deh.. saya sdh beberapa kali ke sini, posisinya di lantai 3, naik pakai lift.. service dan makanannya ok.. hanya saja liftnya kotor dan bau",1,1,1,1,-1,1,0,0
"B aja makanannya, ditambah mbak kasirnya judes parah.",0,1,-1,1,0,0,0,0
Rasa sih yaa sama kaya yosinoya lain .. cuma kurangnya disitu gada colokan buat carge .. hahahaa,0,1,0,0,-1,1,0,0
Ada di lt 2.. Tempatnya sempit dan harus naik lift utk ke lt 2 nya...,0,0,0,0,-1,1,0,0
"Kotor, ac gak dingin, makanan standard",0,1,0,0,-1,1,0,0
Kalau bisa pelayanannya lebih ditingkatkan lagi.,0,0,0,1,0,0,0,0
"makanannya ga begitu enak, tapi harganya murah",-1,1,0,0,0,0,1,1
"memesan semangkuk daging sapi lada hitam, butuh waktu 10 menit untuk menyiapkannya. Mangkuk yakiniku rekanku sudah habis saat pesananku datang. toko tidak memiliki AC yang memadai, bagian dalamnya nyaman",0,0,-1,1,-1,1,0,0
Tempatnya tidak sebersih sebelum pandemi. Dan AC-nya tidak dinyalakan. Makanannya juga standar biasa aja :(,0,1,0,0,-1,1,0,0
"rasa stabilitas
Jika Anda memesan kombo, Anda harus menunggu sekitar 20 menit.",0,1,0,1,0,0,0,0
"Paket murah berdua 99rb
Tempat cukup untuk sekedar makan dan nongkrong",0,0,0,0,0,1,1,1
"Tempatnya tidak terlalu besar namun tetap nyaman, ac tidak terlalu dingin.",0,0,0,0,0,1,0,0
"Akses menggunakan lift di samping family mart. Untuk pelayanan cukup baik tetapi menu kadang habis dan menunggu matang, kalau kondisi lapar menu utama pasti habis duluan sebelum side menu nya datang. Untuk keseluruhan nice lah",0,0,0,1,0,0,0,0
"Lokasi strategis dkt kntor, buat makan malm sama rekan, tempat nya lumayan luas ada area smoking, ad lift nya, tangga darurat juga ad cocok buat yg pakai kursi roda",0,0,0,0,1,1,0,0
Tempatnya agak susah parkirnya kalo bawa kendaraan roda empat,0,0,0,0,-1,1,0,0
sedang renovasi restoran pindah keatas namun tetap bersih,0,0,0,0,1,1,0,0
"Bersih, Cukup nyaman... Harga standar",0,0,0,0,1,1,0,1
Seperti halnya dengan yoshinoya pada umumnya gitu deh,0,1,0,0,0,0,0,0
"Panasss tempatnya walaupun di dalem, pelayanannya lama padahal cust cm 3 orang. Kasirnya lambat bngt bngt bngt mana salah order. Hih",0,0,-1,1,-1,1,0,0
"ayam nya mentah, nunggu nya lama, es nya belum kebentuk",-1,1,-1,1,0,0,0,0
"Terlalu mahal, rasa tidak terlalu bersaing",0,1,0,0,0,0,-1,1
Tempat parkir yang tidak aman (buruk),0,0,0,0,-1,1,0,0
Rasanya kurang sedap untuk harganya standar,-1,1,0,0,0,0,0,1
"Padahal sepi, tapi playground ditutup terus",0,0,0,0,-1,1,0,0
Saya memesan drive-thru sundase tp sampai rumah tdk ada. Saya memesan kentang ukuran besar sampai rumah ternyata ukuran kecil... Kecewa mana menunggu terlalu lama diluar dan banyak nyamuk dan harganya ga murah!,0,0,-1,1,0,0,-1,1
"Nasinya kurang air -_- jadi mentis ga kemakan, saus mushrom juga ke asinan",-1,1,0,0,0,0,0,0
Sekarang ayam gorengnya kurang enak kaya gak fresh gitu,-1,1,0,0,0,0,0,0
"Harganya kurang ramah kantong dibanding fast food lain, parkir luas, ada playground",0,0,0,0,1,1,-1,1
Tempatnya lumayan nyaman ada kursi untuk bayi juga,0,0,0,0,0,0,0,0
"Goreng ayam atau kentangnya suka gosong, harganya standar",-1,1,0,0,0,0,0,1
"Parah masaknya lama pegawai lambat, rasanya juga gak terlalu nikmat",0,1,-1,1,0,0,0,0
Rasa kurang enak tapi wajarlah karena harganya juga murah cuma 20 rb an cocok untuk mahasiswa yang ngirit,0,1,0,0,0,0,1,1
untuk junk food harganya cukup mahal,0,0,0,0,0,0,-1,1
"Makanannya mengalami peningkatan, rasa lumayan, harga menengah ke atas, murah kalau punya diskon bank, tempat lumayan",0,1,0,0,0,1,1,1
"Diskon mega 50% jadi murah banget harganya, tp pelayanannya kurang ok",0,0,-1,1,0,0,1,1
Dibanding dengan produk sejenis lainnya di sini lebih mahal.,0,0,0,0,0,0,-1,1
Harga sudah mahal tp sambel tidak di kasih satupun. Yang bener aja sekelas mcd pelayanannya begini.,0,0,-1,1,0,0,-1,1
Dari hujan belum turun Sampai hujan turun pun masih disuruh ngantri diluar. Bukan main. Rasanya juga biasa aja dibanding pesaingnya,0,1,-1,1,0,0,0,0
"Pelayanannya kurang memuaskan, pesanan yg kami pesan setelah di buka sampai rumah ada yang kurang. Harganya standar",0,0,-1,1,0,0,0,1
Kerjanya lambat dan kurang profesional... Menu sering kosong dan pegawai nya kurang sopan. Tempatnya juga kotor tidak dibersihkan dengan baik,0,0,-1,1,-1,1,0,0
MC flurry mereka memiliki tekstur dan rasa yang berbeda. Mungkin karena mereka punya masalah dengan mesin,0,1,0,0,0,0,0,0
"Selama beli McD baru tadi ngerasa kurang puas karna ayamnya kurang Mateng. Tepung nya yg dalem masih lembek, dan ayamnya juga kurang crispy",-1,1,0,0,0,0,0,0
"Saya beli ayam golden spicy di cabang Mega Mall, ayamnya sudah berbau sangat BUSUK apakah bagian quality control makan gaji buta??? atau A&W tidak mampu menggaji quality control???? Pelayanannya juga buruk!!",-1,1,-1,1,0,0,0,0
"Pelayanan buruk, kasir dan manajer mengobrol layaknya teman tanla profesionalisme saat sedang melayani. Harga mahal. Mungkin sudah pernah dengar tentang menu paket namun harga ala carte. Benar, mereka seolah-olah merampok dari customer",0,0,-1,1,0,0,-1,1
Sepertinya perlu tambahan tenaga untuk kasir dan harus dilatih untuk kerja cepat. Untuk makanannya enak sesuai dengan harga,1,1,0,1,0,0,0,1
Sayangnya ayam nya kurang crispy pas dimakan .dan udah dingin coba hangat dan crispy pasti mantul. Untuk harganya sangat terjangkau si murahh,-1,1,0,0,0,0,1,1
Harga n rasa biasa aja...gak se enak kfc tentunya..tapi uda cukup lah buat kenyang,0,1,0,0,0,0,0,1
"Ayamnya keras ga enak banget, tapi pelayanannya memuaskan",-1,1,1,1,0,0,0,0
"Ketersediaan ayam kurang lengkap, rasa ayamnya cenderung anyep kurang gurih asin, ayam kering tidak juicy, sambel maduranya enak cuma kurang nendang. Untuk sambel madura masih dimaklumi karna memang ini resto fast food.",-1,1,0,0,0,0,0,0
"Pesananan tidak sesuai, apa yg di pesan n di sajikan tidak sesuai mana mahal banget kapok saya makan di sini,,, sumpah kecewa kalau di itung2 1ayam+nasi 100rb harganya",0,0,-1,1,0,0,-1,1
Ga ada wifi dan ga ada toilet,0,0,0,0,-1,1,0,0
"Kurang bersih dan kurang rapi, rasanya juga biasa aja",0,1,0,0,-1,1,0,0
Pelayanan standar Menurut saya masih kurang. Makanannya coba ditingkatkan lagi rasanya,0,1,0,1,0,0,0,0
"ya lumayan,,harga masih bersahabat",0,0,0,0,0,0,1,1
"Harganya mahal banget dan pegawai kasir dan tukang bungkus yg muka nya kayak amoy TJ Mart Jalan Selan nggak ramah, kapok belanja di situ lg....",0,0,-1,1,0,0,-1,1
Banyak pilihannya dan harganya lumayan murah tapi makanannya biasa aja standar,0,1,0,0,0,0,1,1
Pencahayaan kurang. Pendingin ruangan kurang. Relatif lengkap. Harga bersaing,0,0,0,0,-1,1,1,1
"Asal kasih aja, yg dipesen apa yg dikasih apa. Kalo brgnya ga ada ya dikonfirmasi !!! Jgn maen asal kasih aja. Ini beli loh bukan gratisan !!! Ayam yg dikasih juga gak layak dimakan, udah item keras lagi kayak bukan ayam kfc !!! Kentangnya kayak udah digoreng puluhan kali Tolong kalo kerja jgn ngasal aja ya !! Jgn sampe 2x order disini",-1,1,-1,1,0,0,0,0
Kfc ini kurang enak karena saya pesen mini mozanya td mayones basi dan spagehtinya gak enak gak kayak dikfc.plaju kalo dikfc plaju ada potongan ayamnya tolong diperbaiki lg ya,-1,1,0,0,0,0,0,0
"Untuk menu fastfood lumayan variatif. menengah, harganya masih masuk nalar dan pas dikantong. Pelayanannya standar",0,0,0,1,0,0,1,1
"Walaupun tempatnya kurang dingin karena gak ada AC nya, tapi harganya lumayan terjangkau. untuk rasa makanannya lumayan lah ya",0,1,0,0,0,1,0,1
"Sayang agak overprice , tpi wajar karena fast food. Coba dimurahin dikit lagi karena tekstur ayamnya kurang",-1,1,0,0,0,0,0,1
"Makanan yang di tawarkan terjangkau atau pas di kantong, tapi sayang tempatnya kurang strategis",0,0,0,0,-1,1,1,1
Tempatnya biasa aja. Tapi harganya terjangkau.,0,0,0,0,0,1,1,1
"Resto fried chicken yg sederhana, hanya tempat nya kecil, rasa gak jauh beda dng yg lain lumayan",0,1,0,0,-1,1,0,0
Harganya lumayan bersahabat. Banyak promonyaa,0,0,0,0,0,0,1,1
"Pelayanan nya bagus, terjangkau, klo rasa lumayan lah",0,1,1,1,0,0,1,1
