Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga,clean_review
"Nyaman, pelayanan ramah. Petugas sibuk membersihkan meja kursi sebaik baik nya",0,0,1,1,1,1,0,0,nyaman pelayanan ramah petugas sibuk membersihkan meja kursi sebaik baik nya
Lumayan lah suasananya tidak terlalu ramai. Tapi untuk pelayanannya standar si. Harganya sangat murah,0,0,0,1,0,1,1,1,lumayan lah suasananya tidak terlalu ramai tapi untuk pelayanannya standar sih harganya sangat murah
"Tempat makannya lumayan lah, tidak terlalu luas tapi pas. harganya juga lumayan",0,0,0,0,0,1,0,1,tempat makannya lumayan lah tidak terlalu luas tapi pas harganya juga lumayan
"Tempatnya bagus tapi kursinya kurang nyaman, makanannya lumayan enak, untuk harga cukup terjangkau",0,1,0,0,0,1,0,1,tempatnya bagus tapi kursinya kurang nyaman makanannya lumayan enak untuk harga cukup terjangkau
"Kuahnya gak enak dan kemanisan padahal pesan yang pedas. Harganya kurang ramah dikantong. Tapi pelayanannya top, ramah dan sopan",-1,1,1,1,0,0,-1,1,kuahnya tidak enak dan kemanisan padahal pesan yang pedas harganya kurang ramah dikantong tapi pelayanannya top ramah dan sopan
Nyaman tapi terlalu ramai tempatnya kalau untuk ngobrol. Minuman dan makanan harganya standar,0,0,0,0,0,1,0,1,nyaman tapi terlalu ramai tempatnya kalau untuk ngobrol minuman dan makanan harganya standar
Dari segi makanan relatif enak namun terakhir saya pesan burger isian sayurannya asem bgt jadi kurang menikmati. Tempatnya cukup luas dan pelayanan cukup baik,0,1,0,1,0,1,0,0,dari segi makanan relatif enak namun terakhir saya pesan burger isian sayurannya asam banget jadi kurang menikmati tempatnya cukup luas dan pelayanan cukup baik
"Untuk ice coffe di sini kenapa kebanyakan susu sama es batu yaa, sumpah jadi gak berasa kopi sama gula , jadi cuma kaya air putih pake es. Tapi untuk harganya memang sangat terjangkau",-1,1,0,0,0,0,1,1,untuk ice coffe di sini kenapa kebanyakan susu sama es batu ya sumpah jadi tidak berasa kopi sama gula jadi cuma kayak air putih pakai es tapi untuk harganya memang sangat terjangkau
Pelayanan staff yang baik dan sopan. Dengan menggunakan aplikasi MCD kita bisa mendapatkan potongan harga dan lebih mudah untuk order hanya dengan scan barcode yang sudah ada di aplikasi untuk order dan dilanjutkan payment,0,0,1,1,0,0,1,1,pelayanan staff yang baik dan sopan dengan menggunakan aplikasi mcd kita bisa mendapatkan potongan harga dan lebih mudah untuk pesan hanya dengan scan barcode yang sudah ada di aplikasi untuk pesan dan dilanjutkan payment
"Pelayanan baik dan pegawai sangat ramah. Tempat cukup nyaman dan luas, hanya saja wifi saat itu mati. Untuk harganya murah dan terjangkau",0,0,1,1,0,1,1,1,pelayanan baik dan pegawai sangat ramah tempat cukup nyaman dan luas hanya saja wifi saat itu mati untuk harganya murah dan terjangkau
petugasnya sabar dan ramah juga bs mengarahkan menu sesuai kebutuhan customer jg gak pelit info... pas saat pembayaran petugas lainnya jg kooperatif banget. Harganya ekonomis,0,0,1,1,0,0,1,1,petugasnya sabar dan ramah juga bisa mengarahkan menu sesuai kebutuhan pelanggan juga tidak pelit informasi pas saat pembayaran petugas lainnya juga kooperatif banget harganya ekonomis
Tempatnya tidak terjaga(sampah yang bau dan wastafel habis sabun) . Semoga karyawannya bisa ditambah lagi dan pelayanannya ditingkatkan,0,0,0,1,-1,1,0,0,tempatnya tidak terjaga sampah yang bau dan wastafel habis sabun semoga karyawannya bisa ditambah lagi dan pelayanannya ditingkatkan
Tempatnya sempit. Antar meja sangat pendek. Kebersihan masih kurang. Tapi untuk harga pas dikantong,0,0,0,0,-1,1,1,1,tempatnya sempit antar meja sangat pendek kebersihan masih kurang tapi untuk harga pas dikantong
Layanan antarnya lumayan cepat dengan harga yang ga bikin dompet jebol,0,0,0,1,0,0,1,1,layanan antarnya lumayan cepat dengan harga yang tidak bikin dompet jebol
"Rasanya standar si ga ada yang special tapi harganya itu loh murah banget, banyaak diskon dan voucher yang bisa ditukar. Pelayanannya si biasa aja si lumayan oke",0,1,0,1,0,0,1,1,rasanya standar sih tidak ada yang special tapi harganya itu loh murah banget banyak diskon dan kupon yang bisa ditukar pelayanannya sih biasa saja sih lumayan oke
"Harga & promonya mantap banget di sini. Pelayanannya cukup ramah, tempatnya kurang luas untuk makan ditempat jadi agak sempit.",0,0,0,1,-1,1,1,1,harga promo nya mantap banget di sini pelayanannya cukup ramah tempatnya kurang luas untuk makan ditempat jadi agak sempit
"makanan dengan harga relatif murah, tapi tempat terlalu sempit dan sumpek saat weekend. Pelayanannya standar tolong tingkatkan lagi",0,0,0,1,-1,1,1,1,makanan dengan harga relatif murah tapi tempat terlalu sempit dan sumpek saat weekend pelayanannya standar tolong tingkatkan lagi
"Harganya standar cafe, makanannya juga standar sih. Asik buat kumpul",0,1,0,0,0,0,0,1,harganya standar cafe makanannya juga standar sih asyik buat kumpul
"Tempat makannya gak terlalu luas tapi tetep nyaman, untuk makanan harganya gak terlalu mahal",0,0,0,0,0,1,0,1,tempat makannya tidak terlalu luas tapi tetap nyaman untuk makanan harganya tidak terlalu mahal
Harganya worth it. Rasa saus padangnya enak tapi agak encer jadinya agak rawan luber. Pelayanannya lumayan memuaskan,0,1,0,1,0,0,1,1,harganya worth it rasa saus padangnya enak tapi agak encer jadinya agak rawan luber pelayanannya lumayan memuaskan
"Tempatnya lumayan buat nongkrong soalnya ada live music. Menurut aku makanannya murah-murah, tapi kuantitas dan rasa kurang oke.",-1,1,0,0,0,1,1,1,tempatnya lumayan buat nongkrong soalnya ada live music menurut aku makanannya murah tapi kuantitas dan rasa kurang oke
"Ayamnya kadang dagingnya hitam, trus keras . Tempatnya juga kurang bersih",-1,1,0,0,-1,1,0,0,ayamnya kadang dagingnya hitam terus keras tempatnya juga kurang bersih
Jangan lupa pake aplikasi mcd. Ada promo yang bisa kita beli dengan harga lebih murah. Pelayanannya lumayan oke,0,0,0,1,0,0,1,1,jangan lupa pakai aplikasi mcd ada promo yang bisa kita beli dengan harga lebih murah pelayanannya lumayan oke
"Pelayan nya helpfull bisa pilih menu sendiri di mesin , atau di layani di kasir. Makanannya juga murah-murah",0,0,1,1,0,0,1,1,pelayan membantu bisa pilih menu sendiri di mesin atau di layani di kasir makanannya juga murah
Saking ramenya tempat sampai gak dapet kursi. Untuk menu minuman terbilang agak mahal dengan banyak porsi yang disajikan.,0,0,0,0,0,1,-1,1,saking ramenya tempat sampai tidak dapat kursi untuk menu minuman terbilang agak mahal dengan banyak porsi yang disajikan
"Pelayanan lumayan lah, harga makanan dan minuman terjangkau",0,0,0,1,0,0,1,1,pelayanan lumayan lah harga makanan dan minuman terjangkau
Untuk harga menengah lah yaa. Soal rasa boleh lah dicoba. Pelayanan standar,0,1,0,1,0,0,0,1,untuk harga menengah lah ya soal rasa boleh lah dicoba pelayanan standar
Untuk harga makanan dan minuman cukup terjangkau harganya. Sedikit saran agar lebih diperluas space antar meja nya agar tempat tidak terkesan sempit. Pelayanannya lumayan bagus tapi semoga lebih baik,0,0,0,1,0,1,0,1,untuk harga makanan dan minuman cukup terjangkau harganya sedikit saran agar lebih diperluas space antar meja agar tempat tidak terkesan sempit pelayanannya lumayan bagus tapi semoga lebih baik
"rasa kurang cocok sih, just so so but ya sesuai harga kali yak",-1,1,0,0,0,0,0,1,rasa kurang cocok sih just so but ya sesuai harga kali yak
"tempat agak kecil tapi suasana sejuk, harga menengah ke atas",0,0,0,0,0,1,-1,1,tempat agak kecil tapi suasana sejuk harga menengah ke atas
"Harga lumayan, rasa menu lumayan. Tempat perlu diperbaiki supaya tidak terkesan lembab terutama dindingnya",0,1,0,0,0,1,0,1,harga lumayan rasa menu lumayan tempat perlu di perbaiki supaya tidak terkesan lembab terutama dindingnya
"Rasanya lumayan oke, tapi sayang tempatnya berisik anak kecik pada teriak.. agak menganggu..",0,1,0,0,-1,1,0,0,rasanya lumayan oke tapi sayang tempatnya berisik anak kecik pada teriak agak menganggu
Rasanya parah sekelas restoran ga worth it banget. Padahal harganya udah tergolong mahal tapi rasanya zonk. Pelayanannya standar,-1,1,0,0,1,0,-1,1,rasanya parah sekelas restoran tidak worth it banget padahal harganya sudah tergolong mahal tapi rasanya nihil pelayanannya standar
"Petugasnya ramah dan cepat dalam bekerja, tapi sayang tempatnya kurang bersih dan kurang rapi. Harganya sulit untuk dijangkau kalangan menengah ke bawah",0,0,1,1,-1,1,-1,1,petugasnya ramah dan cepat dalam bekerja tapi sayang tempatnya kurang bersih dan kurang rapi harganya sulit untuk dijangkau kalangan menengah ke bawah
"pelayanan sangat ramah, karena pemesanan yang dilakukan secara mandiri lewat komputer pemesanan dipandu dengan baik oleh pelayan di sana. Tidak hanya itu, saya diberikan penawaran promo yang menarik juga, sungguh pengalaman yang menyenangkan,",0,0,1,1,0,0,1,1,pelayanan sangat ramah karena pemesanan yang dilakukan secara mandiri lewat komputer pemesanan dipandu dengan baik oleh pelayan di sana tidak hanya itu saya diberikan penawaran promo yang menarik juga sungguh pengalaman yang menyenangkan
"Menu rasanya biasa, tapi harga luar biasa mahalnya",0,1,0,0,0,0,-1,1,menu rasanya biasa tapi harga luar biasa mahalnya
"Tempatnya lumayan untuk nongkrong, harga makanannya jg terjangkau",0,0,0,0,0,1,1,1,tempatnya lumayan untuk nongkrong harga makanannya juga terjangkau
"Rasanya biasa aja, pelayanannya cukup ramah. Harga cukup terjangkau",0,1,0,1,0,0,0,1,rasanya biasa saja pelayanannya cukup ramah harga cukup terjangkau
"Makanannya hambar seperti kurang bumbu, tapi pelayannya cukup membantu dan harganya juga murah",-1,1,0,1,0,0,1,1,makanannya hambar seperti kurang bumbu tapi pelayanannya cukup membantu dan harganya juga murah
"Saya kecewa dengan rasa masakannya, tapi tempatnya cukup bersih.",-1,1,0,0,0,1,0,0,saya kecewa dengan rasa masakannya tapi tempatnya cukup bersih
Rasanya standar banget tapi harganya terlalu mahal ga worth it,0,1,0,0,0,0,-1,1,rasanya standar banget tapi harganya terlalu mahal tidak worth it
Makanannya standar dengan harga yang sesuai,0,1,0,0,0,0,0,1,makanannya standar dengan harga yang sesuai
Makanannya lumayan dan harganya sangat murah,0,1,0,0,0,0,1,1,makanannya lumayan dan harganya sangat murah
"Makanannya tidak terlalu berkesan, pelayanannya juga biasa saja. Harga makanannya sulit terjangkau",0,1,0,1,0,0,-1,1,makanannya tidak terlalu berkesan pelayanannya juga biasa saja harga makanannya sulit terjangkau
"Makanannya terlalu asin dan tempatnya kurang bersih, membuat saya kurang nyaman",-1,1,0,0,-1,1,0,0,makanannya terlalu asin dan tempatnya kurang bersih membuat saya kurang nyaman
"Porsi makanannya cukup mengenyangkan, dan harganya sangat terjangkau. Pelayannya cukup baik menjalankan tugasnya",0,1,0,1,0,0,1,1,porsi makanannya cukup mengenyangkan dan harganya sangat terjangkau pelayanannya cukup baik menjalankan tugasnya
"Dagingnya terlalu alot, pelayanannya biasa saja",-1,1,0,1,0,0,0,0,dagingnya terlalu alot pelayanannya biasa saja
"Menu yang ditawarkan cukup standar, namun harganya tergolong mahal",0,1,0,0,0,0,1,1,menu yang ditawarkan cukup standar namun harganya tergolong mahal
"Makanannya kurang berasa, pelayannya pun tidak terlalu membantu. Harganya tergolong mahal",-1,1,0,1,0,0,-1,1,makanannya kurang berasa pelayanannya pun tidak terlalu membantu harganya tergolong mahal
"Pelayan lumayan slow respon, Harga makanannya menurut saya kemahalan",0,0,0,1,0,0,-1,1,pelayan lumayan lambat respons harga makanannya menurut saya kemahalan
Harga merakyat tapi wajar sih karena rasanya juga biasa-biasa aja,0,1,0,0,0,0,1,1,harga merakyat tapi wajar sih karena rasanya juga biasa saja
rasa makanan standar. Ruangannya lumayan besar tapi sepertinya kurang terawat. Harganya relatif,0,1,0,0,0,1,0,1,rasa makanan standar ruangannya lumayan besar tapi sepertinya kurang terawat harganya relatif
"Untuk rasa makanannya kurang enak semua, harganya terlalu mahal, air putih segelas pun 15rb/gelas",-1,1,0,0,0,0,-1,1,untuk rasa makanannya kurang enak semua harganya terlalu mahal air putih segelas pun 15rb gelas
"Harganya lumayan mahal untuk kantong mahasiswa, apalagi dengan rasa yang tidak terlalu menggoda lidahku",0,1,0,0,0,0,0,1,harganya lumayan mahal untuk kantong mahasiswa apalagi dengan rasa yang tidak terlalu menggoda lidahku
Staf tidak terlalu profesional. kualitas rasanya oke namun tidak luar biasa,0,1,0,1,0,0,0,0,staf tidak terlalu profesional kualitas rasanya oke namun tidak luar biasa
"makanannya biasa aja ga begitu wow, tapi untuk menu cukup bervarian sih. Untuk harga cukup terjangkau. pelayanannya lumayan ga sigap tapi wajar karena pelayannya sedikit",0,1,0,1,0,0,0,1,makanannya biasa saja tidak begitu wow tapi untuk menu cukup bervarian sih untuk harga cukup terjangkau pelayanannya lumayan tidak sigap tapi wajar karena pelayanannya sedikit
Tempatnya sesuai lah sama tema. Harga mahal banget ya hehe,0,0,0,0,0,1,-1,1,tempatnya sesuai lah sama tema harga mahal banget ya hehe
"Tempat OK, namun sepertinya kurang luas. Dan untuk harganya kurang terjangkau",0,0,0,0,0,1,-1,1,tempat oke namun sepertinya kurang luas dan untuk harganya kurang terjangkau
"Harganya terlalu mahal, pelayanannya pun standar",0,0,0,1,0,0,-1,1,harganya terlalu mahal pelayanannya pun standar
"Pelayanannya ramah dan sigap, harganyapun murah meriah",0,0,1,1,0,0,1,1,pelayanannya ramah dan sigap harganya pun murah meriah
Harganya tidak masalah tapi rasanya kurang enak,-1,1,0,0,0,0,0,1,harganya tidak masalah tapi rasanya kurang enak
Pelayanan lumayan ramah tetapi agak lama perlu diperbaiki untuk kecepatan pelayanannya. Harganya memang agak mahal,0,0,0,1,0,0,1,1,pelayanan lumayan ramah tetapi agak lama perlu di perbaiki untuk kecepatan pelayanannya harganya memang agak mahal
"Pelayanannya cukup baik dan rasanya juga lumayan, harganya terlalu tinggi",0,1,0,1,0,0,1,1,pelayanannya cukup baik dan rasanya juga lumayan harganya terlalu tinggi
"pelayanan dari karyawannya lumayan membantu, harganya selangit agak disayangkan karena porsinya kecil banget",0,0,0,1,0,0,-1,1,pelayanan dari karyawannya lumayan membantu harganya selangit agak disayangkan karena porsinya kecil banget
Rasanya sangat tidak memuaskan untuk harga yang tergolong mahal,-1,1,0,0,0,0,1,1,rasanya sangat tidak memuaskan untuk harga yang tergolong mahal
"Pelayannya agak kurang fokus saat menyampaikan pesanan karna yang dipesan sama yang datang agak beda, tapi nggak masalah, cukup baik. Untuk harga sangat merakyat",0,0,0,1,0,0,1,1,pelayanannya agak kurang fokus saat menyampaikan pesanan karena yang dipesan sama yang datang agak beda tapi tidak masalah cukup baik untuk harga sangat merakyat
"Nggak perlu bayar mahal, puas banget. Pelayanan lumayan baik, tapi kurang antusias.",0,0,0,1,0,0,1,1,tidak perlu bayar mahal puas banget pelayanan lumayan baik tapi kurang antusias
"Murah tapi puas makan. Pelayanan baik, tapi tidak cepat. Daging sapinya lumayan alot tapi gapapa masih bisa dinikmati.",0,1,0,1,0,0,1,1,murah tapi puas makan pelayanan baik tapi tidak cepat daging sapinya lumayan alot tapi tidak apa apa masih bisa dinikmati
"Harga yang dibanderol terlalu mahal, tidak sesuai dengan kualitas pelayanan yang biasa saja.",0,0,0,1,0,0,-1,1,harga yang dibanderol terlalu mahal tidak sesuai dengan kualitas pelayanan yang biasa saja
"Pelayanan lumayan sigap. Nggak direkomendasiin, harga ga ngotak mahal banget",0,0,0,1,0,0,-1,1,pelayanan lumayan sigap tidak direkomendasiin harga tidak ngotak mahal banget
"Harga pas dengan porsi yang diberikan. Pelayanan lumayan baik, tapi butuh perbaikan sedikit dalam hal ketelitian",0,0,0,1,0,0,0,1,harga pas dengan porsi yang diberikan pelayanan lumayan baik tapi butuh perbaikan sedikit dalam hal ketelitian
Tempatnya tidak terlalu besar tetapi bersih cocok untuk tempat nongkrong. pelayannya cukup ramah dan makanannya tergolong murah.,0,0,0,1,0,1,1,1,tempatnya tidak terlalu besar tetapi bersih cocok untuk tempat nongkrong pelayanannya cukup ramah dan makanannya tergolong murah
"Makanan dan harga standar, kasirnya cuma 1 pelayanan jadi lama banget ga ke handle",0,1,-1,1,0,0,0,1,makanan dan harga standar kasirnya cuma 1 pelayanan jadi lama banget tidak ke handle
"Pelayanan cukup, harga sesuai sama porsi, rasa makanannya lumayan pas di lidah",0,1,0,1,0,0,0,1,pelayanan cukup harga sesuai sama porsi rasa makanannya lumayan pas di lidah
"Makanannya biasa saja, suasananya pun tidak ada yang menarik. Harga lumayan pas dikantong",0,1,0,0,0,1,0,1,makanannya biasa saja suasananya pun tidak ada yang menarik harga lumayan pas dikantong
"Makanannya standar, tempatnya lumayan bersih dan nyaman. Tapi harganya kemahalan",0,1,0,0,0,1,-1,1,makanannya standar tempatnya lumayan bersih dan nyaman tapi harganya kemahalan
"Hidangannya hambar dan tidak ada rasa, suasanannya juga biasa saja",-1,1,0,0,0,1,0,0,hidangannya hambar dan tidak ada rasa suasanannya juga biasa saja
"Makanannya biasa saja, harganya pun sesuai dengan kualitas",0,1,0,0,0,0,0,1,makanannya biasa saja harganya pun sesuai dengan kualitas
Harganya tidak sebanding dengan porsi dan rasanya standar pada umumnnya,0,1,0,0,0,0,-1,1,harganya tidak sebanding dengan porsi dan rasanya standar pada umumnnya
"Harganya udah mahal, pelayanannya juga standar",0,0,0,1,0,0,-1,1,harganya sudah mahal pelayanannya juga standar
"kalo dilihat dari pelayanannya yang biasa-biasa aja, harganya sangat ga worth it",0,0,0,1,0,0,-1,1,kalau dilihat dari pelayanannya yang biasa saja harganya sangat tidak worth it
"Sayangnya makanan dan minuman rasanya ga enak, ga sesuai sama harga. Harganya kemahalan.",-1,1,0,0,0,0,-1,1,sayangnya makanan dan minuman rasanya tidak enak tidak sesuai sama harga harganya kemahalan
Pelayanannya gak terlalu berkesan sih. Harga sangat menguras kantong,0,0,0,1,0,0,-1,1,pelayanannya tidak terlalu berkesan sih harga sangat menguras kantong
Harga makanan yang sangat teramat mahal padahal rasanya parah dan gak bisa dinikmati,-1,1,0,0,0,0,-1,1,harga makanan yang sangat amat mahal padahal rasanya parah dan tidak bisa dinikmati
"Memberikan pelayanan yang cukup memadai. Tapi, saya pikir harganya terlalu tinggi kalo dibandingkan dengan restoran kompetitor",0,0,0,1,0,0,-1,1,memberikan pelayanan yang cukup memadai tapi saya pikir harganya terlalu tinggi kalau dibandingkan dengan restoran kompetitor
Pelayannya cukup ramah dan sopan,0,0,0,1,0,0,0,0,pelayanannya cukup ramah dan sopan
Pelayanannya cukup cepat tapi semoga bisa ditingkatkan lagi,0,0,0,1,0,0,0,0,pelayanannya cukup cepat tapi semoga bisa ditingkatkan lagi
Pelayanannya sesuai dengan standar restoran pada umumnya,0,0,0,1,0,0,0,0,pelayanannya sesuai dengan standar restoran pada umumnya
Pelayannya cukup membantu dalam menjawab pertanyaan pelanggan,0,0,0,1,0,0,0,0,pelayanannya cukup membantu dalam menjawab pertanyaan pelanggan
"Pelayanan di restoran ini cukup baik. Sayangnya, harga makanan di menu terasa agak mahal jika dibandingkan dengan kualitas dan porsi yang diberikan.",0,0,0,1,0,0,0,1,pelayanan di restoran ini cukup baik sayangnya harga makanan di menu terasa agak mahal jika dibandingkan dengan kualitas dan porsi yang diberikan
"Pelayanan cukup membantu. Harga makanan yang ditawarkan sangat terjangkau, terutama mengingat fasilitas dan porsi yang disediakan.",0,0,0,1,0,0,0,1,pelayanan cukup membantu harga makanan yang ditawarkan sangat terjangkau terutama mengingat fasilitas dan porsi yang disediakan
"Restoran ini memberikan pelayanan yang cukup memadai. Selain itu, harga makanan di sini sangat bersahabat dengan kantong, terutama mengingat kualitas yang ditawarkan.",0,0,0,1,0,0,1,1,restoran ini memberikan pelayanan yang cukup memadai selain itu harga makanan di sini sangat bersahabat dengan kantong terutama mengingat kualitas yang ditawarkan
"Menurutku harga yang ditawarkan sangat menguras kantong. Tapi untuk pelayanan di sini cukuplah, staf menjalankan tanggung jawab sebagaimana seharusnya.",0,0,0,1,0,0,-1,1,menurutku harga yang ditawarkan sangat menguras kantong tapi untuk pelayanan di sini cukuplah staf menjalankan tanggung jawab sebagaimana seharusnya
"Pelayanan ok lah, ga terlalu cekatan tapi masih bisa diandalkan. Untuk harganya standar aja sih",0,0,0,1,0,0,0,1,pelayanan oke lah tidak terlalu cekatan tapi masih bisa diandalkan untuk harganya standar saja sih
"Kualitas pelayanan di restoran ini rata-rata, tidak ada yang menonjol tapi juga tidak ada yang sangat buruk. Harga makanan terlalu mahal untuk ukuran porsi yang diberikan.",0,0,0,1,0,0,-1,1,kualitas pelayanan di restoran ini rata tidak ada yang menonjol tapi juga tidak ada yang sangat buruk harga makanan terlalu mahal untuk ukuran porsi yang diberikan
Harga yang dikenakan bisa dibilang sangat terjangkau. Untuk pelayanan di sini menurutku biasa aja sih,0,0,0,1,0,0,1,1,harga yang dikenakan bisa dibilang sangat terjangkau untuk pelayanan di sini menurutku biasa saja sih
Makanan dan minuman di sini relatif wajar sih harganya. Untuk pelayanan yang diberikan ya biasa aja sih sesuai dengan apa yang seharusnya dilakukan,0,0,0,1,0,0,0,1,makanan dan minuman di sini relatif wajar sih harganya untuk pelayanan yang diberikan ya biasa saja sih sesuai dengan apa yang seharusnya dilakukan
"Harga makanannya terlalu tinggi ditambah PPN yang juga menguras dompet, tidak sesuai dengan porsinya. Stafnya ramah, tapi gak terlalu proaktif dalam membantu",0,0,0,1,0,0,-1,1,harga makanannya terlalu tinggi ditambah ppn yang juga menguras dompet tidak sesuai dengan porsinya stafnya ramah tapi tidak terlalu proaktif dalam membantu
Pegawainya bekerja dengan cukup baik sebagaimana seharusnya. Harga yang ditawarkan tergolong standar,0,0,0,1,0,0,0,1,pegawainya bekerja dengan cukup baik sebagaimana seharusnya harga yang ditawarkan tergolong standar
Harga yang ditawarkan sesuai aja sih. Stafnya bertugas sesuai dengan prosedur dan standar yang berlaku.,0,0,0,1,0,0,0,1,harga yang ditawarkan sesuai saja sih stafnya bertugas sesuai dengan prosedur dan standar yang berlaku
"Pelayananya lama gak kaya mc donald , harusnya kalo resto rame tuh tambah lagi karyawanya, masa yg kasir ikut ngelayanin di dapur juga. Tempatnya ga kerawat jadi kurang bersih",0,0,-1,1,-1,1,0,0,pelayanannya lama tidak kayak mc donald harusnya kalau resto ramai tuh tambah lagi karyawanya masa yang kasir ikut ngelayanin di dapur juga tempatnya tidak kerawat jadi kurang bersih
"tempatnya cukup luas, ramai pelayanan baik",0,0,1,1,0,1,0,0,tempatnya cukup luas ramai pelayanan baik
Buat yang suka ayam mah enak banget daging nya crispy pas lah pokoknya . Tempatnya juga bisa buat foto foto luas banget ada 2 lantai guys,1,1,0,0,1,1,0,0,buat yang suka ayam mah enak banget daging crispy pas lah pokoknya tempatnya juga bisa buat foto luas banget ada lantai guys
"Tempatnya enak, ac dingin, pelayanan ramah. Harganya sangat terjangkau",0,0,1,1,1,1,1,1,tempatnya enak ac dingin pelayanan ramah harganya sangat terjangkau
Tempatnya nyaman... Cumn makanan kurang higienis dari ayam kfc nemu rambut beberpa rambut.. Tolong di peehatikan,-1,1,0,0,1,1,0,0,tempatnya nyaman cumn makanan kurang higienis dari ayam kfc ketemu rambut beberpa rambut tolong di peehatikan
"Kfc janur indah kelapa gading,pelayanan sangat buruk,terutama pelayanan online,kalo bisa pelayanan buat online nya di perbaiki,jangan yang makan di tempatnya di prioritas kan",0,0,-1,1,0,0,0,0,kfc janur indah kelapa gading pelayanan sangat buruk terutama pelayanan daring kalau bisa pelayanan buat daring di perbaikan jangan yang makan di tempatnya di prioritas akan
Makanannya enak. Sayangnya untuk antrian lama dan panjang. Dan petugas kurang siaga untuk membersihkan meja bekas pengunjung.,1,1,-1,1,0,0,0,0,makanannya enak sayangnya untuk antrian lama dan panjang dan petugas kurang siaga untuk membersihkan meja bekas pengunjung
"sudah bukan favorit saya lagi. kualitas menurun, sambelnya tidak enak, ayamnya juga terlalu gurih. enakan resto ayam sebelah.. Harga masih cukup terjangkau",-1,1,0,0,0,0,0,1,sudah bukan favorit saya lagi kualitas menurun sambelnya tidak enak ayamnya juga terlalu gurih enakan resto ayam sebelah harga masih cukup terjangkau
"Saya sangat kecewa karena pelayanan nya sangat lambat,,,untuk customer maupun driver ojek online penanganan sangat lambat. Makanannya biasa aja ga ada yang spesial",0,1,-1,1,0,0,0,0,saya sangat kecewa karena pelayanan sangat lambat untuk pelanggan maupun pengemudi ojek daring penanganan sangat lambat makanannya biasa saja tidak ada yang spesial
Pelayanannya standar untuk harga makanannya yang sangat mahal,0,0,0,1,0,0,-1,1,pelayanannya standar untuk harga makanannya yang sangat mahal
"Pelayanan nya lambat,makanan sering kurang, dan masalah antrian nya tidak beraturan, kecewa berat. Rasanya oke",0,1,-1,1,0,0,0,0,pelayanan lambat makanan sering kurang dan masalah antrian tidak beraturan kecewa berat rasanya oke
"Pelayanan nya cepat, para pelayan ya gesit dan cekatan kalau sdg ramai, khususnya banyak yg berulang tahun.",0,0,1,1,0,0,0,0,pelayanan cepat para pelayan ya gesit dan cekatan kalau sedang ramai khususnya banyak yang berulang tahun
Tempatnya luas namun dibatasi tdk bisa keatas dan lantai agak krg bersih,0,0,0,0,0,1,0,0,tempatnya luas namun dibatasi tidak bisa keatas dan lantai agak kurang bersih
"Lebih mahal dr hrga normal. Tapi ada outdoornya. Ada tempat main anak2nya,",0,0,0,0,1,1,-1,1,lebih mahal dari harga normal tapi ada outdoornya ada tempat main anaknya
Makanan ttp enak tp tmpt nya ga enak bgt. Ac ga dingin lama bgt pelayanan nya,1,1,-1,1,-1,1,0,0,makanan tetap enak tapi tmpt tidak enak banget ac tidak dingin lama banget pelayanan nya
"Tempat luas, ada tempatnya permainan buat anak. Harganya murah banyak voucher diskon",0,0,0,0,1,1,1,1,tempat luas ada tempatnya permainan buat anak harganya murah banyak kupon diskon
"Bikin males dateng lagi ke kfc gading, bayar biaya parkir motor sebentar doang 5000 mahal banget",0,0,0,0,0,0,-1,1,bikin malas datang lagi ke kfc gading bayar biaya parkir motor sebentar saja 5 mahal banget
"KFC... Harga Terjangkau untuk Kualitas dan Rasa yang Pasti. BUKA 24 jam, namun pelayanan HARUS ditingkatkan. standar kebersihan juga HARUS ditingkatkan dan disesuaikan dengan standar outlet KFC lainnya",1,1,0,1,0,1,1,1,kfc harga terjangkau untuk kualitas dan rasa yang pasti buka 4 jam namun pelayanan harus ditingkatkan standar kebersihan juga harus ditingkatkan dan disesuaikan dengan standar outlet kfc lainnya
"Lokasinya di dalam mall artha gading
Tempat makan di tempatnya cukup luas",0,0,0,0,0,1,0,0,lokasinya di dalam mall artha gading tempat makan di tempatnya cukup luas
"Lahan parkir untuk sepeda motor kurang luas, mohon ditinjau lebih lanjut untuk menambah lahan parkir motor. Pelayanannya standar semoga bisa ditingkatkan lagi",0,0,0,1,-1,1,0,0,lahan parkir untuk sepeda motor kurang luas mohon ditinjau lebih lanjut untuk menambah lahan parkir motor pelayanannya standar semoga bisa ditingkatkan lagi
"Tempatnya lumayan nyaman klo malam hari apa lgi di bulan suci romadhon,,, sahur bersama keluarga. Harganya cukup terjangkau",0,0,0,0,0,1,0,1,tempatnya lumayan nyaman kalau malam hari apa lagi di bulan suci romadhon sahur bersama keluarga harganya cukup terjangkau
tempatnya nyaman dan ada arena bermain anak,0,0,0,0,1,1,0,0,tempatnya nyaman dan ada arena bermain anak
Pelayanan baik serta karyawan yg melayani cepat tanggap dan resto pun nyaman,0,0,1,1,1,1,0,0,pelayanan baik serta karyawan yang melayani cepat tanggap dan resto pun nyaman
